theta_a,theta_f,coverage,correctness,product,f1,false_alarm_pct,accuracy,refused
0.31,0.61,0.8881944444444444,0.5311441230127704,0.4717592592592592,0.3716381418092909,37.15277777777778,53.114412301277035,483
0.33,0.65,0.88125,0.5350669818754925,0.47152777777777777,0.3655913978494623,35.520833333333336,53.50669818754925,513
0.38,0.7500000000000001,0.8576388888888888,0.549527665317139,0.4712962962962963,0.34880998829496684,30.9375,54.952766531713905,615
0.35000000000000003,0.6900000000000001,0.8710648148148148,0.5410576667552485,0.47129629629629627,0.3572757722366952,33.645833333333336,54.10576667552485,557
0.34,0.68,0.8733796296296297,0.5390935595017228,0.4708333333333334,0.36089672914369725,34.166666666666664,53.90935595017228,547
0.36000000000000004,0.7200000000000001,0.862037037037037,0.5461868958109559,0.4708333333333333,0.35397553516819574,32.22222222222222,54.618689581095595,596
0.31,0.62,0.8844907407407407,0.5323213818372153,0.47083333333333327,0.37143862117481535,36.736111111111114,53.23213818372153,499
0.33,0.66,0.8793981481481481,0.5354040536983417,0.47083333333333327,0.3648794530406621,35.34722222222222,53.54040536983417,521
0.37,0.7400000000000001,0.8581018518518518,0.5486916644186673,0.47083333333333327,0.35079549864183157,31.25,54.86916644186673,613
0.32,0.64,0.8789351851851852,0.5354227021332632,0.4706018518518519,0.3686471009305655,35.729166666666664,53.54227021332632,523
0.3,0.6,0.8895833333333333,0.5290137913088733,0.4706018518518518,0.3719639139486468,37.604166666666664,52.90137913088733,477
0.36000000000000004,0.7300000000000001,0.8576388888888888,0.5484480431848853,0.4703703703703703,0.35529865125240856,31.631944444444443,54.84480431848853,615
0.3,0.61,0.8856481481481482,0.5303188708834292,0.469675925925926,0.3718979377839916,37.15277777777778,53.03188708834292,494
0.35000000000000003,0.7000000000000001,0.8666666666666667,0.5419337606837606,0.4696759259259259,0.35550544907929343,33.229166666666664,54.19337606837607,576
0.37,0.7500000000000001,0.8548611111111111,0.5494178174925535,0.4696759259259259,0.34949179046129786,30.9375,54.94178174925535,627
0.32,0.65,0.8763888888888889,0.5356576862123613,0.46944444444444444,0.367170626349892,35.520833333333336,53.56576862123613,534
0.39,0.7700000000000001,0.8520833333333333,0.5509372453137734,0.46944444444444444,0.3406461906661349,30.138888888888886,55.09372453137734,639
0.31,0.63,0.8793981481481481,0.533824690708081,0.4694444444444444,0.3708703374777976,36.18055555555556,53.3824690708081,521
0.38,0.7600000000000001,0.8527777777777777,0.5502171552660152,0.46921296296296294,0.3458349782866167,30.520833333333336,55.021715526601525,636
